10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1002330002,9,CROSBY STREET,"1 21,165",25,D
1002330004,13,CROSBY STREET,"3 8,000",46,D
1002330017,151,GRAND STREET,"2 6,388","missing required benchmarkinginformation",F
1002330026,148,LAFAYETTE STREET,"1 29,135",84,B
1002330030,22,HOWARD STREET,"5 3,200",63,C
1002340017,211,CENTRE STREET,"4 6,700",85,A
1002350001,202,CENTRE STREET,"3 9,000",99,A
1002350013,165,GRAND STREET,"4 4,034",96,A
1002367501,173,GRAND STREET,"4 0,413",34,D
1002367502,145,MULBERRY STREET,"3 3,671","missing required benchmarkinginformation",F
1002367504,185,GRAND STREET,"3 5,086",80,B
1002360038,137,BAXTER STREET,"7 2,650",47,D
1002360006,145,BAXTER STREET,"4 4,350",47,D
1002370014,197,GRAND STREET,"3 9,500",42,D
1002370017,203,GRAND STREET,"2 5,500",66,C
1002377501,132,MULBERRY STREET,"6 0,508",18,D
1002380003,122,MOTT STREET,"3 4,500",8,D
1002387501,128,MOTT STREET,"9 2,559",78,B
1002390012,92,ELIZABETH STREET,"3 9,100",87,A
1002390020,116,BOWERY,"4 8,911",91,A
1002390038,90,BOWERY,"3 3,890","missing required benchmarkinginformation",F
1002397501,80,ELIZABETH STREET,"1 13,956",1,D
1002430056,645,WATER STREET,"2 51,500",36,D
1002440019,605,WATER STREET,"1 24,600",36,D
1002440040,621,WATER STREET,"6 0,417","missing required benchmarkinginformation",F
1002450001,286,SOUTH STREET,"2 77,260",2,D
1002450007,292,SOUTH STREET,"9 1,460",91,A
1002460001,275,SOUTH STREET,"2 62,875",89,A
1002480015,82,RUTGERS SLIP,"2 60,000",63,C
1002480070,80,RUTGERS SLIP,"8 3,904",44,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1002530001,100,CHERRY STREET,"1 ,396,625",55,C
1002550001,45,PIKE STREET,"6 44,053",41,D
1002560014,272,CHERRY STREET,"1 01,786",6,D
1002560001,300,CHERRY STREET,"5 27,043",6,D
1002580001,318,CHERRY STREET,"4 31,685",6,D
1002590001,604,WATER STREET,"1 26,150",36,D
1002590071,35,MONTGOMERY STREET,"2 87,175",36,D
1002590044,198,MONROE STREET,"5 3,815",90,A
1002600075,668,WATER STREET,"3 82,500",1,D
1002600001,636,WATER STREET,"5 13,000",1,D
1002630001,14,JACKSON STREET,"1 58,000",1,D
1002670001,305,MADISON STREET,"1 36,070",36,D
1002670010,280,HENRY STREET,"2 5,127",36,D
1002670037,371,MADISON STREET,"1 01,579",89,A
1002690041,259,MADISON STREET,"1 84,328",83,B
1002710057,152,HENRY STREET,"3 7,565",51,D
1002730001,157,MADISON STREET,"8 6,350",72,B
1002747501,48,MARKET STREET,"3 2,802",25,D
1002747502,148,MADISON STREET,"7 4,881",7,D
1002740006,57,MONROE STREET,"3 3,831",78,B
1002760059,53,CATHERINE STREET,"3 8,000",100,A
1002767503,31,MONROE STREET,"5 7,151",93,A
1002777501,25,MARKET STREET,"6 1,451",1,D
1002777502,45,HENRY STREET,"3 4,098",31,D
1002797502,11,EAST BROADWAY,"5 8,293",57,C
1002790040,2,HENRY STREET,"6 6,860",60,C
1002800052,17,CATHERINE STREET,"2 5,701",20,D
1002807501,17,EAST BROADWAY,"3 0,254",69,C
1002810001,2,EAST BROADWAY,"3 3,234",77,B
1002820023,95,HENRY STREET,"4 4,491",49,D
1002830024,10,RUTGERS STREET,"7 4,453",61,C
1002837502,135,DIVISION STREET,"2 5,366",7,D
1002837503,136,EAST BROADWAY,"3 5,708",76,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1002840011,173,HENRY STREET,"3 3,601",3,D
1002847501,155,HENRY STREET,"2 5,974",71,B
1002847503,173,EAST BROADWAY,"5 0,673",6,D
1002847504,183,EAST BROADWAY,"3 4,618",95,A
1002857501,179,HENRY STREET,"8 1,560",69,C
1002880015,287,HENRY STREET,"8 4,888",86,A
1002890001,1,BOWERY,"1 46,500",61,C
1002899001,1,BOWERY,"1 ,217,600",61,C
1002947502,2,ALLEN STREET,"3 8,887",51,D
1002977502,48,HESTER STREET,"2 6,566",76,B
1003000008,50,ELDRIDGE STREET,"3 2,000",34,D
1003010003,36,FORSYTH STREET,"1 96,082",84,B
1003030015,91,BOWERY,"4 8,642",4,D
1003030025,61,CHRYSTIE STREET,"4 0,529",35,D
1003030027,55,CHRYSTIE STREET,"4 1,872",97,A
1003037502,77,BOWERY,"4 4,673",84,B
1003040021,249,GRAND STREET,"2 6,565",2,D
1003040035,75,CHRYSTIE STREET,"2 6,965",16,D
1003070001,45,ALLEN STREET,"1 09,269",100,A
1003080016,59,ORCHARD STREET,"3 4,465",99,A
1003090006,54,ORCHARD STREET,"3 3,860",74,B
1003090022,51,LUDLOW STREET,"2 6,300",28,D
1003097501,48,ORCHARD STREET,"3 5,589",65,C
1003090001,44,ORCHARD STREET,"7 4,191",96,A
1003107503,55,HESTER STREET,"2 7,576",85,A
1003110013,357,GRAND STREET,"1 ,025,341",35,D
1003150001,409,GRAND STREET,"1 ,054,290",81,B
1003230001,288,DELANCEY STREET,"2 ,948,300",1,D
1003250001,140,BARUCH PLACE,"7 7,910","missing required benchmarkinginformation",F
1003250025,123,MANGIN STREET,"9 3,570",65,C
1003310001,504,GRAND STREET,"2 16,200",95,A
1003310065,500,GRAND STREET,"2 99,510",56,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1003310120,530,GRAND STREET,"5 32,006",56,C
1003310200,275,DELANCEY STREET,"9 8,862",55,C
1003310140,285,DELANCEY STREET,"6 2,725",81,B
1003330001,87,DELANCEY STREET,"1 ,191,180",23,D
1003350001,116,COLUMBIA STREET,"2 17,300",89,A
1003360005,15,BIALYSTOKER PLACE,"9 8,052",79,B
1003380001,60,PITT STREET,"4 78,858",99,A
1003410001,460,GRAND STREET,"2 65,181",26,D
1003410058,144,CLINTON STREET,"2 25,000",33,D
1003410070,131,BROOME STREET,"1 78,320",26,D
1003420065,142,BROOME STREET,"3 6,694",100,A
1003430043,80,RIDGE STREET,"1 21,800",89,A
1003430050,203,RIVINGTON STREET,"9 9,911",73,B
1003430062,63,PITT STREET,"5 6,588","missing required benchmarkinginformation",F
1003437501,78,RIDGE STREET,"5 6,354",77,B
1003430001,80,ATTORNEY STREET,"1 23,410",54,D
1003440013,195,STANTON STREET,"4 7,910",93,A
1003440017,129,RIDGE STREET,"2 7,299",56,C
1003440041,114,RIDGE STREET,"2 7,109",86,A
1003447501,50,CLINTON STREET,"4 4,089",85,A
1003440001,178,RIVINGTON STREET,"7 3,956",77,B
1003450017,331,EAST HOUSTON STREET,"5 7,128",61,C
1003450020,155,RIDGE STREET,"3 5,045",24,D
1003450048,115,PITT STREET,"1 70,100",95,A
1003450058,133,PITT STREET,"9 8,000",64,C
1003457501,154,ATTORNEY STREET,"3 9,643",80,B
1003457502,196,STANTON STREET,"6 8,396",23,D
1003460095,384,GRAND STREET,"2 6,377",90,A
1003467501,145,CLINTON STREET,"2 83,178",33,D
1003470080,150,BROOME STREET,"1 80,090",100,A
1003480036,150,DELANCEY STREET,"4 8,002","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1003480040,90,CLINTON STREET,"3 8,498",3,D
1003480064,91,ATTORNEY STREET,"3 2,998",84,B
1003497503,150,RIVINGTON STREET,"5 8,031",70,B
1003500026,19,CLINTON STREET,"3 6,000",67,C
1003500069,155,ATTORNEY STREET,"3 1,455",51,D
1003507501,20,CLINTON STREET,"3 8,670",100,A
1003507503,287,EAST HOUSTON STREET,"3 5,966",71,B
1003510001,62,ESSEX STREET,"1 98,260",100,A
1003530052,108,NORFOLK STREET,"3 5,000",80,B
1003530057,131,RIVINGTON STREET,"2 5,650",62,C
1003530069,99,SUFFOLK STREET,"2 6,600",66,C
1003537501,103,NORFOLK STREET,"5 0,563",20,D
1003537503,115,NORFOLK STREET,"3 4,261",55,C
1003537504,100,NORFOLK STREET,"5 5,157",76,B
1003540001,140,ESSEX STREET,"6 3,712",89,A
1003540080,145,STANTON STREET,"1 82,081",93,A
1003550054,255,EAST HOUSTON STREET,"9 2,697",82,B
1003550001,126,STANTON STREET,"1 07,380",94,A
1003560001,10,AVENUE D,"1 ,658,649",1,D
1003560100,446,AVENUE D,"1 39,000",78,B
1003620010,132,AVENUE D,"3 80,833",1,D
1003620001,134,AVENUE D,"4 58,591",1,D
1003670001,152,AVENUE D,"6 10,785",1,D
1003720012,278,EAST 3 STREET,"2 6,780",39,D
1003720016,286,EAST 3 STREET,"2 9,940",62,C
1003720018,290,EAST 3 STREET,"3 7,767",62,C
1003720026,306,EAST 3 STREET,"4 6,162",82,B
1003720031,316,EAST 3 STREET,"2 7,496",91,A
1003720041,310,2ND STREET,"1 31,660",46,D
1003720060,280,EAST 2 STREET,"8 0,500",81,B
1003730023,340,EAST 4 STREET,"2 7,042",43,D
1003730051,299,EAST 3 STREET,"4 1,244",93,A
1003730064,279,EAST 3 STREET,"2 6,793",6,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1003740025,734,EAST 5 STREET,"4 9,792",41,D
1003740043,353,EAST 4 STREET,"2 7,226",37,D
1003740020,724,EAST 5 STREET,"7 3,224",73,B
1003750001,72,AVENUE C,"7 3,392",100,A
1003750045,721,EAST 5 STREET,"3 9,260",100,A
1003757501,71,AVENUE D,"3 4,607",19,D
1003760058,711,EAST 6 STREET,"6 5,526",56,C
1003767501,79,AVENUE D,"1 21,049",97,A
1003770026,390,EAST 8 STREET,"3 0,018",8,D
1003770030,394,EAST 8 STREET,"2 8,906",63,C
1003777503,101,AVENUE D,"1 22,439",56,C
1003780010,710,EAST 9 STREET,"3 4,728",32,D
1003787501,399,EAST 8 STREET,"2 5,615",91,A
1003790053,717,EAST 9 STREET,"4 4,876",69,C
1003810038,730,EAST 12 STREET,"5 4,656",46,D
1003820001,188,AVENUE C,"4 53,600",62,C
1003820100,162,AVENUE C,"5 53,660",22,D
1003840033,11,AVENUE C,"4 9,974",43,D
1003847503,310,EAST HOUSTON STREET,"4 2,752",28,D
1003850005,27,AVENUE B,"3 2,225",23,D
1003850014,222,EAST 3 STREET,"4 9,923",63,C
1003850019,228,EAST 3 STREET,"3 1,025",64,C
1003850049,242,EAST 2 STREET,"3 4,821",79,B
1003857501,254,EAST 2 STREET,"5 1,716",67,C
1003860015,258,EAST 4 STREET,"4 3,902","missing required benchmarkinginformation",F
1003860033,274,EAST 4 STREET,"1 32,308",16,D
1003870157,619,EAST 5 STREET,"2 5,200",100,A
1003870020,620,EAST 5 STREET,"3 2,946",100,A
1003870001,55,AVENUE B,"1 42,826",49,D
1003900005,121,AVENUE B,"2 8,564",62,C
1003900011,308,EAST 8 STREET,"9 7,000","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1003900024,334,EAST 8 STREET,"2 9,232",41,D
1003920010,350,EAST 10 STREET,"9 3,420","missing required benchmarkinginformation",F
1003920027,384,EAST 10 STREET,"4 9,799",65,C
1003920048,627,EAST 9 STREET,"4 3,871",69,C
1003927501,143,AVENUE B,"8 9,531",92,A
1003930001,159,AVENUE B,"3 1,267",11,D
1003930014,610,EAST 11 STREET,"3 0,750",30,D
1003930025,636,EAST 11 STREET,"2 7,362",98,A
1003930056,355,EAST 10 STREET,"3 8,520",50,D
1003940041,183,AVENUE C,"2 8,620",6,D
1003947506,189,AVENUE C,"3 2,113",26,D
1003947507,183,AVENUE B,"4 9,728",54,D
1003940012,604,EAST 12 STREET,"7 2,200",60,C
1003950009,606,EAST 13 STREET,"1 27,950",42,D
1003950012,620,EAST 13 STREET,"1 00,860","missing required benchmarkinginformation",F
1003950022,205,AVENUE C,"1 49,253",42,D
1003960010,604,EAST 14TH STREET,"4 23,836",90,A
1003970012,157,EAST 2 STREET,"2 7,500",10,D
1003970029,195,EAST 2 STREET,"3 3,336",100,A
1003977503,250,EAST HOUSTON STREET,"1 69,482",81,B
1003980008,160,EAST 3 STREET,"5 5,947",87,A
1003980018,176,EAST 3 STREET,"4 3,520",54,D
1003980035,24,AVENUE B,"7 7,000","missing required benchmarkinginformation",F
1003990001,42,AVENUE A,"2 8,633",3,D
1003990011,206,EAST 4 STREET,"3 9,246","missing required benchmarkinginformation",F
1003990044,185,EAST 3 STREET,"3 5,550",95,A
1004000031,542,EAST 5 STREET,"7 1,334",36,D
1004010046,535,EAST 5 STREET,"3 6,330",99,A
1004020011,140,EAST 7 STREET,"4 1,600",90,A
1004020015,144,EAST 7 STREET,"3 6,705",93,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1004027503,100,AVENUE A,"5 1,063",55,C
1004050001,174,AVENUE A,"4 0,376",64,C
1004050017,518,EAST 12 STREET,"3 1,500",89,A
1004057504,525,EAST 11 STREET,"3 4,454",12,D
1004067504,531,EAST 12 STREET,"3 3,319",86,A
1004070047,527,EAST 13 STREET,"3 0,893","missing required benchmarkinginformation",F
1004080030,350,GRAND STREET,"3 15,000",75,B
1004090005,85,DELANCEY STREET,"2 6,856",82,B
1004100034,86,DELANCEY STREET,"2 9,437",1,D
1004100048,107,RIVINGTON STREET,"5 9,000",1,D
1004100071,100,DELANCEY STREET,"3 0,812",4,D
1004107501,101,LUDLOW STREET,"1 14,394",22,D
1004120048,180,LUDLOW STREET,"8 2,411",1,D
1004120053,207,EAST HOUSTON STREET,"2 09,499",35,D
1004127501,180,ORCHARD STREET,"1 99,408",52,D
1004127503,196,ORCHARD STREET,"1 61,916",16,D
1004130043,261,BROOME STREET,"2 7,370",38,D
1004130051,314,GRAND STREET,"2 9,465",64,C
1004150018,182,ELDRIDGE STREET,"2 9,898",61,C
1004150078,80,DELANCEY STREET,"2 5,071",22,D
1004170001,224,ELDRIDGE STREET,"1 36,000",7,D
1004177501,190,ALLEN STREET,"1 11,051",1,D
1004200062,175,ELDRIDGE STREET,"6 1,380",100,A
1004207501,40,DELANCEY STREET,"5 8,364","missing required benchmarkinginformation",F
1004210044,174,FORSYTH STREET,"3 8,880",37,D
1004217502,36,RIVINGTON STREET,"3 0,023","missing required benchmarkinginformation",F
1004220072,48,STANTON STREET,"7 7,580",63,C
1004250004,189,BOWERY,"7 9,408",3,D
1004250014,209,BOWERY,"3 6,206",33,D
1004250023,11,RIVINGTON STREET,"2 6,283",50,D
1004257501,195,BOWERY,"4 4,203",35,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1004260005,223,BOWERY,"6 3,599",24,D
1004260029,195,CHRYSTIE STREET,"8 1,900",94,A
1004270002,10,STANTON STREET,"1 67,453",100,A
1004277504,273,BOWERY,"5 14,093",36,D
1004290029,137,EAST 2 STREET,"3 7,280","missing required benchmarkinginformation",F
1004290021,117,EAST 2 STREET,"1 38,202",11,D
1004297501,101,EAST 2 STREET,"3 1,385","missing required benchmarkinginformation",F
1004300001,40,1 AVENUE,"1 47,730",87,A
1004310001,60,1 AVENUE,"1 94,800",87,A
1004310031,43,AVENUE A,"1 20,605",71,B
1004310014,150,EAST 4 STREET,"7 9,726",66,C
1004320001,66,1 AVENUE,"7 80,062",87,A
1004327502,89,AVENUE A,"2 5,586",19,D
1004350045,111,EAST 7 STREET,"3 2,698",40,D
1004360044,107,ST MARKS PLACE,"2 5,610",66,C
1004397501,438,EAST 12 STREET,"1 52,142",65,C
1004390017,418,EAST 12 STREET,"1 80,688",59,C
1004407502,407,EAST 12 STREET,"3 0,462",8,D
1004417504,433,EAST 13 STREET,"1 38,170",20,D
1004430016,59,EAST 2 STREET,"2 6,282",64,C
1004430020,67,EAST 2 STREET,"2 6,328",52,D
1004437505,24,2 AVENUE,"5 1,293",73,B
1004440034,43,1 AVENUE,"3 3,275",75,B
1004440059,44,EAST 2 STREET,"5 0,000",54,D
1004450014,88,EAST 4 STREET,"1 14,700",88,A
1004450045,81,EAST 3 STREET,"3 6,047",79,B
1004467502,99,EAST 4 STREET,"7 5,782",67,C
1004460020,324,EAST 5 STREET,"4 0,000",78,B
1004480001,104,2 AVENUE,"3 5,819","missing required benchmarkinginformation",F
1004510006,156,2 AVENUE,"3 9,395",56,C
1004517502,240,EAST 10 STREET,"8 8,208",54,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1004520002,162,2 AVENUE,"1 21,503",81,B
1004520006,170,2 AVENUE,"9 7,896",85,A
1004520054,205,EAST 10 STREET,"2 5,818",61,C
1004537501,311,EAST 11 STREET,"4 6,707",64,C
1004530034,179,1 AVENUE,"1 01,100",69,C
1004550001,222,2 AVENUE,"5 6,756",20,D
1004550005,224,2 AVENUE,"1 02,314",20,D
1004560007,285,BOWERY,"2 34,610",7,D
1004567501,21,2 AVENUE,"6 9,969",72,B
1004570001,3,EXTRA PLACE,"4 2,563",24,D
1004570005,313,BOWERY,"3 2,358",43,D
1004570009,1,EAST 2 STREET,"1 56,365",92,A
1004570020,21,EAST 2 STREET,"2 7,600",58,C
1004570028,21,2 AVENUE,"1 15,187",1,D
1004570029,31,2 AVENUE,"2 6,832",84,B
1004570128,29,EAST 2 STREET,"3 5,598","missing required benchmarkinginformation",F
1004590029,63,2 AVENUE,"4 5,426",2,D
1004590032,57,2 AVENUE,"3 6,720",2,D
1004600001,1,COOPER SQUARE,"1 22,689",75,B
1004600029,236,EAST 5 STREET,"2 5,002","missing required benchmarkinginformation",F
1004600056,59,EAST 4 STREET,"3 2,000",84,B
1004610006,35,COOPER SQUARE,"4 5,082",36,D
1004620004,3,TARAS SHEVCHENKO PLACE,"5 9,732","missing required benchmarkinginformation",F
1004620007,6,TARAS SHEVCHENKO PLACE,"5 1,300","missing required benchmarkinginformation",F
1004620035,223,EAST 6 STREET,"9 1,680",73,B
1004627501,24,EAST 7 STREET,"5 4,745",67,C
1004637501,63,COOPER SQUARE,"3 2,163",32,D
1004637502,45,EAST 7 STREET,"3 3,801",68,C
1004650001,31,3 AVENUE,"1 46,583",42,D
1004650055,145,2 AVENUE,"2 5,340",31,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1004667501,47,3 AVENUE,"4 1,323",26,D
1004667502,55,3 AVENUE,"6 7,227",1,D
1004670001,67,3 AVENUE,"3 37,600",66,C
1004670022,226,EAST 12 STREET,"5 3,055",90,A
1004670025,232,EAST 12 STREET,"6 5,602",87,A
1004670035,175,2 AVENUE,"4 9,227",10,D
1004680001,87,3 AVENUE,"9 2,304",61,C
1004680046,229,EAST 12 STREET,"2 7,215",46,D
1004690030,223,2 AVENUE,"6 3,158",5,D
1004690049,229,EAST 13 STREET,"3 0,400",69,C
1004697502,111,3 AVENUE,"1 25,097",100,A
1004697505,123,3 AVENUE,"6 5,155",35,D
1004697506,208,EAST 14 STREET,"1 12,516",51,D
1004700050,146,BOWERY,"3 6,515",10,D
1004700064,124,BOWERY,"2 9,940",33,D
1004710025,176,GRAND STREET,"3 9,558",98,A
1004710055,196,GRAND STREET,"2 6,594","missing required benchmarkinginformation",F
1004720028,154,GRAND STREET,"3 5,287",75,B
1004727501,240,CENTRE STREET,"1 38,120",55,C
1004730001,462,BROADWAY,"1 41,050",91,A
1004737501,476,BROADWAY,"7 0,632",34,D
1004740026,90,GRAND STREET,"4 5,777",91,A
1004740029,487,BROADWAY,"7 0,759",79,B
1004740030,483,BROADWAY,"5 7,305",70,B
1004747506,40,MERCER STREET,"1 53,500",31,D
1004757503,477,BROOME STREET,"3 8,524",52,D
1004760007,100,AVENUE OF THE AMERICAS,"3 03,214",64,C
1004760019,116,AVENUE OF THE AMERICAS,"2 8,042",50,D
1004770001,80,VARICK STREET,"1 25,235",72,B
1004770011,101,AVENUE OF THE AMERICAS,"4 02,111",24,D
1004770068,52,WATTS STREET,"5 4,375",63,C
1004777501,121,6 AVENUE,"8 0,862",27,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1004777502,565,BROOME STREET,"3 22,154",12,D
1004790029,30,KENMARE STREET,"2 8,207","missing required benchmarkinginformation",F
1004807504,75,KENMARE STREET,"9 2,163",71,B
1004810001,400,BROOME STREET,"1 73,838",72,B
1004810028,195,MULBERRY STREET,"2 7,289",50,D
1004817502,225,LAFAYETTE STREET,"8 0,052",5,D
1004820016,72,SPRING STREET,"1 09,377",88,A
1004827501,406,BROOME STREET,"7 4,539","missing required benchmarkinginformation",F
1004827504,200,LAFAYETTE STREET,"1 07,896",83,B
1004830001,490,BROADWAY,"2 8,829",72,B
1004830007,504,BROADWAY,"1 21,992",35,D
1004830013,514,BROADWAY,"7 6,550",66,C
1004830015,520,BROADWAY,"4 8,235",59,C
1004830017,524,BROADWAY,"1 43,637",52,D
1004840003,96,SPRING STREET,"4 8,904",53,D
1004840024,495,BROADWAY,"7 7,066",69,C
1004847502,503,BROADWAY,"1 85,717",88,A
1004850008,72,GREENE STREET,"4 5,000",3,D
1004857501,73,MERCER STREET,"2 5,683",58,C
1004860009,80,WOOSTER STREET,"3 3,250",22,D
1004860011,84,WOOSTER STREET,"6 5,972",86,A
1004860036,476,BROOME STREET,"4 3,706","missing required benchmarkinginformation",F
1004867503,57,GREENE STREET,"6 7,407",10,D
1004870010,379,WEST BROADWAY,"5 5,120",72,B
1004897502,55,SULLIVAN STREET,"7 4,428",52,D
1004907502,10,SULLIVAN STREET,"8 0,657",13,D
1004910046,155,AVENUE OF THE AMERICAS,"1 82,655",77,B
1004917502,145,6 AVENUE,"6 0,852",87,A
1004917503,246,SPRING STREET,"3 95,075",33,D
1004910016,137,AVENUE OF THE AMER,"8 4,619",65,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1004920020,226,BOWERY,"2 7,571","missing required benchmarkinginformation",F
1004920038,190,BOWERY,"3 2,222",83,B
1004927501,14,PRINCE STREET,"4 5,391",44,D
1004927503,200,BOWERY,"3 3,678",35,D
1004930041,13,SPRING STREET,"1 84,900",80,B
1004950011,255,LAFAYETTE STREET,"6 3,587",1,D
1004950022,50,PRINCE STREET,"6 1,554",23,D
1004950033,229,MULBERRY STREET,"6 7,300",12,D
1004960001,79,CROSBY STREET,"7 7,979",66,C
1004960036,71,SPRING STREET,"5 6,340",53,D
1004960040,75,SPRING STREET,"5 4,800",99,A
1004970001,530,BROADWAY,"1 69,983",96,A
1004970006,540,BROADWAY,"2 5,050",96,A
1004970018,560,BROADWAY,"1 22,454",89,A
1004980009,557,BROADWAY,"1 12,500",43,D
1004980011,549,BROADWAY,"2 43,442",89,A
1004980023,529,BROADWAY,"4 4,243",3,D
1004990007,104,GREENE STREET,"1 92,471",92,A
1005000005,108,WOOSTER STREET,"5 4,300",30,D
1005000011,120,WOOSTER STREET,"5 2,526",72,B
1005000036,131,SPRING STREET,"2 8,824",49,D
1005007502,93,GREENE STREET,"4 4,530",3,D
1005007504,102,WOOSTER STREET,"4 0,600",14,D
1005010001,413,WEST BROADWAY,"2 8,964",88,A
1005017502,153,SPRING STREET,"3 7,736",64,C
1005040014,196,AVENUE OF THE AMERICAS,"3 2,738",63,C
1005040031,110,SULLIVAN STREET,"3 8,880","missing required benchmarkinginformation",F
1005040036,100,SULLIVAN STREET,"3 3,750","missing required benchmarkinginformation",F
1005047501,180,AVENUE OF THE AMERICAS,"8 7,285",80,B
1005050001,150,VARICK STREET,"2 14,110",93,A
1005050014,30,VANDAM STREET,"2 7,286",67,C
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
1005060016,30,CHARLTON STREET,"4 4,256",89,A
1005060027,2,CHARLTON STREET,"1 72,836",76,B
1005067501,160,VARICK STREET,"3 11,477",73,B
1005077502,256,BOWERY,"5 1,184",44,D
1005080025,65,EAST HOUSTON STREET,"9 2,088",54,D
