,10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
538,1002820023,95,HENRY STREET,"4 4,491",49,D
539,1002830024,10,RUTGERS STREET,"7 4,453",61,C
540,1002837502,135,DIVISION STREET,"2 5,366",7,D
541,1002837503,136,EAST BROADWAY,"3 5,708",76,B
543,1002840011,173,HENRY STREET,"3 3,601",3,D
544,1002847501,155,HENRY STREET,"2 5,974",71,B
545,1002847503,173,EAST BROADWAY,"5 0,673",6,D
546,1002847504,183,EAST BROADWAY,"3 4,618",95,A
547,1002857501,179,HENRY STREET,"8 1,560",69,C
548,1002880015,287,HENRY STREET,"8 4,888",86,A
549,1002890001,1,BOWERY,"1 46,500",61,C
550,1002899001,1,BOWERY,"1 ,217,600",61,C
551,1002947502,2,ALLEN STREET,"3 8,887",51,D
552,1002977502,48,HESTER STREET,"2 6,566",76,B
553,1003000008,50,ELDRIDGE STREET,"3 2,000",34,D
554,1003010003,36,FORSYTH STREET,"1 96,082",84,B
555,1003030015,91,BOWERY,"4 8,642",4,D
556,1003030025,61,CHRYSTIE STREET,"4 0,529",35,D
557,1003030027,55,CHRYSTIE STREET,"4 1,872",97,A
558,1003037502,77,BOWERY,"4 4,673",84,B
559,1003040021,249,GRAND STREET,"2 6,565",2,D
560,1003040035,75,CHRYSTIE STREET,"2 6,965",16,D
561,1003070001,45,ALLEN STREET,"1 09,269",100,A
562,1003080016,59,ORCHARD STREET,"3 4,465",99,A
563,1003090006,54,ORCHARD STREET,"3 3,860",74,B
564,1003090022,51,LUDLOW STREET,"2 6,300",28,D
565,1003097501,48,ORCHARD STREET,"3 5,589",65,C
566,1003090001,44,ORCHARD STREET,"7 4,191",96,A
567,1003107503,55,HESTER STREET,"2 7,576",85,A
568,1003110013,357,GRAND STREET,"1 ,025,341",35,D
569,1003150001,409,GRAND STREET,"1 ,054,290",81,B
570,1003230001,288,DELANCEY STREET,"2 ,948,300",1,D
572,1003250025,123,MANGIN STREET,"9 3,570",65,C
573,1003310001,504,GRAND STREET,"2 16,200",95,A
574,1003310065,500,GRAND STREET,"2 99,510",56,C
576,1003310120,530,GRAND STREET,"5 32,006",56,C
577,1003310200,275,DELANCEY STREET,"9 8,862",55,C
578,1003310140,285,DELANCEY STREET,"6 2,725",81,B
579,1003330001,87,DELANCEY STREET,"1 ,191,180",23,D
580,1003350001,116,COLUMBIA STREET,"2 17,300",89,A
581,1003360005,15,BIALYSTOKER PLACE,"9 8,052",79,B
582,1003380001,60,PITT STREET,"4 78,858",99,A
583,1003410001,460,GRAND STREET,"2 65,181",26,D
584,1003410058,144,CLINTON STREET,"2 25,000",33,D
585,1003410070,131,BROOME STREET,"1 78,320",26,D
586,1003420065,142,BROOME STREET,"3 6,694",100,A
587,1003430043,80,RIDGE STREET,"1 21,800",89,A
588,1003430050,203,RIVINGTON STREET,"9 9,911",73,B
590,1003437501,78,RIDGE STREET,"5 6,354",77,B
591,1003430001,80,ATTORNEY STREET,"1 23,410",54,D
592,1003440013,195,STANTON STREET,"4 7,910",93,A
593,1003440017,129,RIDGE STREET,"2 7,299",56,C
594,1003440041,114,RIDGE STREET,"2 7,109",86,A
595,1003447501,50,CLINTON STREET,"4 4,089",85,A
596,1003440001,178,RIVINGTON STREET,"7 3,956",77,B
597,1003450017,331,EAST HOUSTON STREET,"5 7,128",61,C
598,1003450020,155,RIDGE STREET,"3 5,045",24,D
599,1003450048,115,PITT STREET,"1 70,100",95,A
600,1003450058,133,PITT STREET,"9 8,000",64,C
601,1003457501,154,ATTORNEY STREET,"3 9,643",80,B
602,1003457502,196,STANTON STREET,"6 8,396",23,D
603,1003460095,384,GRAND STREET,"2 6,377",90,A
604,1003467501,145,CLINTON STREET,"2 83,178",33,D
605,1003470080,150,BROOME STREET,"1 80,090",100,A
608,1003480040,90,CLINTON STREET,"3 8,498",3,D
609,1003480064,91,ATTORNEY STREET,"3 2,998",84,B
610,1003497503,150,RIVINGTON STREET,"5 8,031",70,B
611,1003500026,19,CLINTON STREET,"3 6,000",67,C
612,1003500069,155,ATTORNEY STREET,"3 1,455",51,D
613,1003507501,20,CLINTON STREET,"3 8,670",100,A
614,1003507503,287,EAST HOUSTON STREET,"3 5,966",71,B
615,1003510001,62,ESSEX STREET,"1 98,260",100,A
616,1003530052,108,NORFOLK STREET,"3 5,000",80,B
617,1003530057,131,RIVINGTON STREET,"2 5,650",62,C
618,1003530069,99,SUFFOLK STREET,"2 6,600",66,C
619,1003537501,103,NORFOLK STREET,"5 0,563",20,D
620,1003537503,115,NORFOLK STREET,"3 4,261",55,C
621,1003537504,100,NORFOLK STREET,"5 5,157",76,B
622,1003540001,140,ESSEX STREET,"6 3,712",89,A
623,1003540080,145,STANTON STREET,"1 82,081",93,A
624,1003550054,255,EAST HOUSTON STREET,"9 2,697",82,B
625,1003550001,126,STANTON STREET,"1 07,380",94,A
626,1003560001,10,AVENUE D,"1 ,658,649",1,D
627,1003560100,446,AVENUE D,"1 39,000",78,B
628,1003620010,132,AVENUE D,"3 80,833",1,D
629,1003620001,134,AVENUE D,"4 58,591",1,D
630,1003670001,152,AVENUE D,"6 10,785",1,D
631,1003720012,278,EAST 3 STREET,"2 6,780",39,D
632,1003720016,286,EAST 3 STREET,"2 9,940",62,C
633,1003720018,290,EAST 3 STREET,"3 7,767",62,C
634,1003720026,306,EAST 3 STREET,"4 6,162",82,B
635,1003720031,316,EAST 3 STREET,"2 7,496",91,A
636,1003720041,310,2ND STREET,"1 31,660",46,D
637,1003720060,280,EAST 2 STREET,"8 0,500",81,B
638,1003730023,340,EAST 4 STREET,"2 7,042",43,D
639,1003730051,299,EAST 3 STREET,"4 1,244",93,A
640,1003730064,279,EAST 3 STREET,"2 6,793",6,D
642,1003740025,734,EAST 5 STREET,"4 9,792",41,D
643,1003740043,353,EAST 4 STREET,"2 7,226",37,D
644,1003740020,724,EAST 5 STREET,"7 3,224",73,B
645,1003750001,72,AVENUE C,"7 3,392",100,A
646,1003750045,721,EAST 5 STREET,"3 9,260",100,A
647,1003757501,71,AVENUE D,"3 4,607",19,D
648,1003760058,711,EAST 6 STREET,"6 5,526",56,C
649,1003767501,79,AVENUE D,"1 21,049",97,A
650,1003770026,390,EAST 8 STREET,"3 0,018",8,D
651,1003770030,394,EAST 8 STREET,"2 8,906",63,C
652,1003777503,101,AVENUE D,"1 22,439",56,C
653,1003780010,710,EAST 9 STREET,"3 4,728",32,D
654,1003787501,399,EAST 8 STREET,"2 5,615",91,A
655,1003790053,717,EAST 9 STREET,"4 4,876",69,C
656,1003810038,730,EAST 12 STREET,"5 4,656",46,D
657,1003820001,188,AVENUE C,"4 53,600",62,C
658,1003820100,162,AVENUE C,"5 53,660",22,D
659,1003840033,11,AVENUE C,"4 9,974",43,D
660,1003847503,310,EAST HOUSTON STREET,"4 2,752",28,D
661,1003850005,27,AVENUE B,"3 2,225",23,D
662,1003850014,222,EAST 3 STREET,"4 9,923",63,C
663,1003850019,228,EAST 3 STREET,"3 1,025",64,C
664,1003850049,242,EAST 2 STREET,"3 4,821",79,B
665,1003857501,254,EAST 2 STREET,"5 1,716",67,C
667,1003860033,274,EAST 4 STREET,"1 32,308",16,D
668,1003870157,619,EAST 5 STREET,"2 5,200",100,A
669,1003870020,620,EAST 5 STREET,"3 2,946",100,A
670,1003870001,55,AVENUE B,"1 42,826",49,D
671,1003900005,121,AVENUE B,"2 8,564",62,C
674,1003900024,334,EAST 8 STREET,"2 9,232",41,D
676,1003920027,384,EAST 10 STREET,"4 9,799",65,C
677,1003920048,627,EAST 9 STREET,"4 3,871",69,C
678,1003927501,143,AVENUE B,"8 9,531",92,A
679,1003930001,159,AVENUE B,"3 1,267",11,D
680,1003930014,610,EAST 11 STREET,"3 0,750",30,D
681,1003930025,636,EAST 11 STREET,"2 7,362",98,A
682,1003930056,355,EAST 10 STREET,"3 8,520",50,D
683,1003940041,183,AVENUE C,"2 8,620",6,D
684,1003947506,189,AVENUE C,"3 2,113",26,D
685,1003947507,183,AVENUE B,"4 9,728",54,D
686,1003940012,604,EAST 12 STREET,"7 2,200",60,C
687,1003950009,606,EAST 13 STREET,"1 27,950",42,D
689,1003950022,205,AVENUE C,"1 49,253",42,D
690,1003960010,604,EAST 14TH STREET,"4 23,836",90,A
691,1003970012,157,EAST 2 STREET,"2 7,500",10,D
692,1003970029,195,EAST 2 STREET,"3 3,336",100,A
693,1003977503,250,EAST HOUSTON STREET,"1 69,482",81,B
694,1003980008,160,EAST 3 STREET,"5 5,947",87,A
695,1003980018,176,EAST 3 STREET,"4 3,520",54,D
697,1003990001,42,AVENUE A,"2 8,633",3,D
699,1003990044,185,EAST 3 STREET,"3 5,550",95,A
700,1004000031,542,EAST 5 STREET,"7 1,334",36,D
701,1004010046,535,EAST 5 STREET,"3 6,330",99,A
702,1004020011,140,EAST 7 STREET,"4 1,600",90,A
703,1004020015,144,EAST 7 STREET,"3 6,705",93,A
705,1004027503,100,AVENUE A,"5 1,063",55,C
706,1004050001,174,AVENUE A,"4 0,376",64,C
707,1004050017,518,EAST 12 STREET,"3 1,500",89,A
708,1004057504,525,EAST 11 STREET,"3 4,454",12,D
709,1004067504,531,EAST 12 STREET,"3 3,319",86,A
711,1004080030,350,GRAND STREET,"3 15,000",75,B
712,1004090005,85,DELANCEY STREET,"2 6,856",82,B
713,1004100034,86,DELANCEY STREET,"2 9,437",1,D
714,1004100048,107,RIVINGTON STREET,"5 9,000",1,D
715,1004100071,100,DELANCEY STREET,"3 0,812",4,D
716,1004107501,101,LUDLOW STREET,"1 14,394",22,D
717,1004120048,180,LUDLOW STREET,"8 2,411",1,D
718,1004120053,207,EAST HOUSTON STREET,"2 09,499",35,D
719,1004127501,180,ORCHARD STREET,"1 99,408",52,D
720,1004127503,196,ORCHARD STREET,"1 61,916",16,D
721,1004130043,261,BROOME STREET,"2 7,370",38,D
722,1004130051,314,GRAND STREET,"2 9,465",64,C
723,1004150018,182,ELDRIDGE STREET,"2 9,898",61,C
724,1004150078,80,DELANCEY STREET,"2 5,071",22,D
725,1004170001,224,ELDRIDGE STREET,"1 36,000",7,D
726,1004177501,190,ALLEN STREET,"1 11,051",1,D
727,1004200062,175,ELDRIDGE STREET,"6 1,380",100,A
729,1004210044,174,FORSYTH STREET,"3 8,880",37,D
731,1004220072,48,STANTON STREET,"7 7,580",63,C
732,1004250004,189,BOWERY,"7 9,408",3,D
733,1004250014,209,BOWERY,"3 6,206",33,D
734,1004250023,11,RIVINGTON STREET,"2 6,283",50,D
735,1004257501,195,BOWERY,"4 4,203",35,D
737,1004260005,223,BOWERY,"6 3,599",24,D
738,1004260029,195,CHRYSTIE STREET,"8 1,900",94,A
739,1004270002,10,STANTON STREET,"1 67,453",100,A
740,1004277504,273,BOWERY,"5 14,093",36,D
742,1004290021,117,EAST 2 STREET,"1 38,202",11,D
744,1004300001,40,1 AVENUE,"1 47,730",87,A
745,1004310001,60,1 AVENUE,"1 94,800",87,A
746,1004310031,43,AVENUE A,"1 20,605",71,B
747,1004310014,150,EAST 4 STREET,"7 9,726",66,C
748,1004320001,66,1 AVENUE,"7 80,062",87,A
749,1004327502,89,AVENUE A,"2 5,586",19,D
750,1004350045,111,EAST 7 STREET,"3 2,698",40,D
751,1004360044,107,ST MARKS PLACE,"2 5,610",66,C
752,1004397501,438,EAST 12 STREET,"1 52,142",65,C
753,1004390017,418,EAST 12 STREET,"1 80,688",59,C
754,1004407502,407,EAST 12 STREET,"3 0,462",8,D
755,1004417504,433,EAST 13 STREET,"1 38,170",20,D
756,1004430016,59,EAST 2 STREET,"2 6,282",64,C
757,1004430020,67,EAST 2 STREET,"2 6,328",52,D
758,1004437505,24,2 AVENUE,"5 1,293",73,B
759,1004440034,43,1 AVENUE,"3 3,275",75,B
760,1004440059,44,EAST 2 STREET,"5 0,000",54,D
761,1004450014,88,EAST 4 STREET,"1 14,700",88,A
762,1004450045,81,EAST 3 STREET,"3 6,047",79,B
763,1004467502,99,EAST 4 STREET,"7 5,782",67,C
764,1004460020,324,EAST 5 STREET,"4 0,000",78,B
766,1004510006,156,2 AVENUE,"3 9,395",56,C
767,1004517502,240,EAST 10 STREET,"8 8,208",54,D
769,1004520002,162,2 AVENUE,"1 21,503",81,B
770,1004520006,170,2 AVENUE,"9 7,896",85,A
771,1004520054,205,EAST 10 STREET,"2 5,818",61,C
772,1004537501,311,EAST 11 STREET,"4 6,707",64,C
773,1004530034,179,1 AVENUE,"1 01,100",69,C
774,1004550001,222,2 AVENUE,"5 6,756",20,D
775,1004550005,224,2 AVENUE,"1 02,314",20,D
776,1004560007,285,BOWERY,"2 34,610",7,D
777,1004567501,21,2 AVENUE,"6 9,969",72,B
778,1004570001,3,EXTRA PLACE,"4 2,563",24,D
779,1004570005,313,BOWERY,"3 2,358",43,D
780,1004570009,1,EAST 2 STREET,"1 56,365",92,A
781,1004570020,21,EAST 2 STREET,"2 7,600",58,C
782,1004570028,21,2 AVENUE,"1 15,187",1,D
783,1004570029,31,2 AVENUE,"2 6,832",84,B
785,1004590029,63,2 AVENUE,"4 5,426",2,D
786,1004590032,57,2 AVENUE,"3 6,720",2,D
787,1004600001,1,COOPER SQUARE,"1 22,689",75,B
789,1004600056,59,EAST 4 STREET,"3 2,000",84,B
790,1004610006,35,COOPER SQUARE,"4 5,082",36,D
793,1004620035,223,EAST 6 STREET,"9 1,680",73,B
794,1004627501,24,EAST 7 STREET,"5 4,745",67,C
795,1004637501,63,COOPER SQUARE,"3 2,163",32,D
796,1004637502,45,EAST 7 STREET,"3 3,801",68,C
797,1004650001,31,3 AVENUE,"1 46,583",42,D
798,1004650055,145,2 AVENUE,"2 5,340",31,D
800,1004667501,47,3 AVENUE,"4 1,323",26,D
801,1004667502,55,3 AVENUE,"6 7,227",1,D
802,1004670001,67,3 AVENUE,"3 37,600",66,C
803,1004670022,226,EAST 12 STREET,"5 3,055",90,A
804,1004670025,232,EAST 12 STREET,"6 5,602",87,A
805,1004670035,175,2 AVENUE,"4 9,227",10,D
806,1004680001,87,3 AVENUE,"9 2,304",61,C
807,1004680046,229,EAST 12 STREET,"2 7,215",46,D
808,1004690030,223,2 AVENUE,"6 3,158",5,D
809,1004690049,229,EAST 13 STREET,"3 0,400",69,C
810,1004697502,111,3 AVENUE,"1 25,097",100,A
811,1004697505,123,3 AVENUE,"6 5,155",35,D
812,1004697506,208,EAST 14 STREET,"1 12,516",51,D
813,1004700050,146,BOWERY,"3 6,515",10,D
814,1004700064,124,BOWERY,"2 9,940",33,D
815,1004710025,176,GRAND STREET,"3 9,558",98,A
817,1004720028,154,GRAND STREET,"3 5,287",75,B
818,1004727501,240,CENTRE STREET,"1 38,120",55,C
819,1004730001,462,BROADWAY,"1 41,050",91,A
820,1004737501,476,BROADWAY,"7 0,632",34,D
821,1004740026,90,GRAND STREET,"4 5,777",91,A
822,1004740029,487,BROADWAY,"7 0,759",79,B
823,1004740030,483,BROADWAY,"5 7,305",70,B
824,1004747506,40,MERCER STREET,"1 53,500",31,D
825,1004757503,477,BROOME STREET,"3 8,524",52,D
826,1004760007,100,AVENUE OF THE AMERICAS,"3 03,214",64,C
827,1004760019,116,AVENUE OF THE AMERICAS,"2 8,042",50,D
828,1004770001,80,VARICK STREET,"1 25,235",72,B
829,1004770011,101,AVENUE OF THE AMERICAS,"4 02,111",24,D
830,1004770068,52,WATTS STREET,"5 4,375",63,C
831,1004777501,121,6 AVENUE,"8 0,862",27,D
833,1004777502,565,BROOME STREET,"3 22,154",12,D
835,1004807504,75,KENMARE STREET,"9 2,163",71,B
836,1004810001,400,BROOME STREET,"1 73,838",72,B
837,1004810028,195,MULBERRY STREET,"2 7,289",50,D
838,1004817502,225,LAFAYETTE STREET,"8 0,052",5,D
839,1004820016,72,SPRING STREET,"1 09,377",88,A
841,1004827504,200,LAFAYETTE STREET,"1 07,896",83,B
842,1004830001,490,BROADWAY,"2 8,829",72,B
843,1004830007,504,BROADWAY,"1 21,992",35,D
844,1004830013,514,BROADWAY,"7 6,550",66,C
845,1004830015,520,BROADWAY,"4 8,235",59,C
846,1004830017,524,BROADWAY,"1 43,637",52,D
847,1004840003,96,SPRING STREET,"4 8,904",53,D
848,1004840024,495,BROADWAY,"7 7,066",69,C
849,1004847502,503,BROADWAY,"1 85,717",88,A
850,1004850008,72,GREENE STREET,"4 5,000",3,D
851,1004857501,73,MERCER STREET,"2 5,683",58,C
852,1004860009,80,WOOSTER STREET,"3 3,250",22,D
853,1004860011,84,WOOSTER STREET,"6 5,972",86,A
855,1004867503,57,GREENE STREET,"6 7,407",10,D
856,1004870010,379,WEST BROADWAY,"5 5,120",72,B
857,1004897502,55,SULLIVAN STREET,"7 4,428",52,D
858,1004907502,10,SULLIVAN STREET,"8 0,657",13,D
859,1004910046,155,AVENUE OF THE AMERICAS,"1 82,655",77,B
860,1004917502,145,6 AVENUE,"6 0,852",87,A
861,1004917503,246,SPRING STREET,"3 95,075",33,D
862,1004910016,137,AVENUE OF THE AMER,"8 4,619",65,C
865,1004920038,190,BOWERY,"3 2,222",83,B
866,1004927501,14,PRINCE STREET,"4 5,391",44,D
867,1004927503,200,BOWERY,"3 3,678",35,D
868,1004930041,13,SPRING STREET,"1 84,900",80,B
869,1004950011,255,LAFAYETTE STREET,"6 3,587",1,D
870,1004950022,50,PRINCE STREET,"6 1,554",23,D
871,1004950033,229,MULBERRY STREET,"6 7,300",12,D
872,1004960001,79,CROSBY STREET,"7 7,979",66,C
873,1004960036,71,SPRING STREET,"5 6,340",53,D
874,1004960040,75,SPRING STREET,"5 4,800",99,A
875,1004970001,530,BROADWAY,"1 69,983",96,A
876,1004970006,540,BROADWAY,"2 5,050",96,A
877,1004970018,560,BROADWAY,"1 22,454",89,A
878,1004980009,557,BROADWAY,"1 12,500",43,D
879,1004980011,549,BROADWAY,"2 43,442",89,A
880,1004980023,529,BROADWAY,"4 4,243",3,D
881,1004990007,104,GREENE STREET,"1 92,471",92,A
882,1005000005,108,WOOSTER STREET,"5 4,300",30,D
883,1005000011,120,WOOSTER STREET,"5 2,526",72,B
884,1005000036,131,SPRING STREET,"2 8,824",49,D
885,1005007502,93,GREENE STREET,"4 4,530",3,D
886,1005007504,102,WOOSTER STREET,"4 0,600",14,D
887,1005010001,413,WEST BROADWAY,"2 8,964",88,A
888,1005017502,153,SPRING STREET,"3 7,736",64,C
889,1005040014,196,AVENUE OF THE AMERICAS,"3 2,738",63,C
892,1005047501,180,AVENUE OF THE AMERICAS,"8 7,285",80,B
893,1005050001,150,VARICK STREET,"2 14,110",93,A
894,1005050014,30,VANDAM STREET,"2 7,286",67,C
896,1005060016,30,CHARLTON STREET,"4 4,256",89,A
897,1005060027,2,CHARLTON STREET,"1 72,836",76,B
898,1005067501,160,VARICK STREET,"3 11,477",73,B
899,1005077502,256,BOWERY,"5 1,184",44,D
900,1005080025,65,EAST HOUSTON STREET,"9 2,088",54,D
901,1005087502,262,MOTT STREET,"7 1,761",4,D
902,1005090026,53,EAST HOUSTON STREET,"2 5,480",3,D
903,1005090027,285,MOTT STREET,"2 8,542",80,B
904,1005100001,63,PRINCE STREET,"1 69,961",99,A
905,1005100038,298,LAFAYETTE STREET,"5 9,757",80,B
906,1005107501,285,LAFAYETTE STREET,"1 30,076",92,A
907,1005110001,568,BROADWAY,"2 86,250",52,D
908,1005110006,580,BROADWAY,"1 27,597",92,A
909,1005110008,584,BROADWAY,"2 54,822",94,A
910,1005110012,592,BROADWAY,"2 31,840",85,A
912,1005110016,600,BROADWAY,"6 7,532",22,D
913,1005120023,569,BROADWAY,"1 40,000",42,D
914,1005127501,583,BROADWAY,"1 44,303",44,D
915,1005127502,599,BROADWAY,"2 24,409",93,A
916,1005130023,165,MERCER STREET,"3 0,020",93,A
917,1005130035,93,PRINCE STREET,"6 7,452",3,D
918,1005130039,103,PRINCE STREET,"2 8,434",12,D
919,1005150025,155,WOOSTER STREET,"4 0,500",75,B
920,1005150031,141,WOOSTER STREET,"5 4,600",94,A
921,1005160007,140,THOMPSON STREET,"8 6,018",98,A
922,1005170011,155,SULLIVAN STREET,"3 0,025",72,B
924,1005190014,50,KING STREET,"4 3,346",76,B
925,1005190036,2,KING STREET,"3 3,100",34,D
926,1005190044,208,AVENUE OF THE AMERICAS,"3 3,204",2,D
928,1005190070,180,VARICK STREET,"3 29,116",81,B
929,1005200001,200,VARICK STREET,"4 36,629",92,A
930,1005200029,185,WEST HOUSTON STREET,"4 7,100",100,A
931,1005207501,27,KING STREET,"3 3,383",11,D
932,1005210037,26,BLEECKER STREET,"4 3,365",66,C
933,1005210045,303,ELIZABETH STREET,"1 87,368",92,A
934,1005210071,10,BLEECKER STREET,"4 0,607",34,D
935,1005217506,40,BLEECKER STREET,"1 10,631",17,D
936,1005220001,610,BROADWAY,"1 22,200",46,D
937,1005220008,628,BROADWAY,"6 6,500",77,B
938,1005220010,632,BROADWAY,"1 50,603",92,A
939,1005220012,636,BROADWAY,"1 31,743",96,A
940,1005220028,324,LAFAYETTE STREET,"3 8,720",31,D
941,1005227502,640,BROADWAY,"6 1,182",23,D
942,1005230038,88,BLEECKER STREET,"8 2,483",28,D
943,1005230046,625,BROADWAY,"7 8,958",82,B
944,1005230047,623,BROADWAY,"3 4,085",6,D
946,1005240009,509,LA GUARDIA PLACE,"2 9,000",50,D
947,1005250016,183,THOMPSON STREET,"2 8,623",37,D
948,1005250029,116,WEST HOUSTON STREET,"2 8,500",2,D
949,1005250040,180,THOMPSON STREET,"2 7,000",73,B
950,1005257501,156,BLEECKER STREET,"1 59,626",39,D
951,1005257506,184,THOMPSON STREET,"9 7,248",80,B
952,1005270027,10,DOWNING STREET,"1 18,467",34,D
953,1005280001,182,WEST HOUSTON STREET,"7 1,490",72,B
954,1005280035,40,DOWNING STREET,"3 6,850",100,A
955,1005287501,63,DOWNING STREET,"5 0,292",50,D
956,1005290003,648,BROADWAY,"4 9,310",94,A
957,1005290072,65,BLEECKER STREET,"1 04,775",65,C
958,1005297501,658,BROADWAY,"9 4,279",86,A
959,1005300001,670,BROADWAY,"6 6,905",91,A
961,1005307505,40,BOND STREET,"8 5,000",22,D
962,1005307509,363,LAFAYETTE STREET,"4 5,884",74,B
963,1005310020,383,LAFAYETTE STREET,"6 4,347",87,A
964,1005317501,692,BROADWAY,"1 82,605",31,D
965,1005320020,77,BLEECKER STREET,"1 96,920",44,D
966,1005320030,81,BLEECKER STREET,"2 8,917",72,B
967,1005357501,14,WEST 4 STREET,"3 23,092",18,D
968,1005390031,211,THOMPSON STREET,"5 5,800",77,B
970,1005397501,209,SULLIVAN STREET,"8 0,027",87,A
971,1005400030,214,SULLIVAN STREET,"5 4,238",94,A
973,1005420011,25,MINETTA LANE,"4 5,720",76,B
974,1005420025,290,AVENUE OF THE AMERICAS,"5 4,924",95,A
975,1005440001,393,LAFAYETTE STREET,"1 01,936",49,D
976,1005440008,409,LAFAYETTE STREET,"9 7,020",90,A
977,1005440012,417,LAFAYETTE STREET,"3 1,152",61,C
978,1005440013,419,LAFAYETTE STREET,"5 7,729",52,D
979,1005440048,30,COOPER SQUARE,"5 2,192",81,B
980,1005440065,2,COOPER SQUARE,"1 28,300",11,D
981,1005447502,443,LAFAYETTE STREET,"1 41,946",5,D
982,1005447501,56,COOPER SQUARE,"1 21,158",32,D
983,1005440045,34,COOPER SQUARE,"5 0,294",8,D
984,1005447503,38,COOPER SQUARE,"1 12,820",96,A
985,1005450011,718,BROADWAY,"7 5,165",43,D
986,1005450046,416,LAFAYETTE STREET,"2 7,612",77,B
987,1005450059,752,BROADWAY,"1 47,773",47,D
988,1005457503,21,ASTOR PLACE,"1 07,754",4,D
989,1005460015,14,WASHINGTON PLACE,"1 15,694",63,C
990,1005460040,699,BROADWAY,"8 5,000",65,C
991,1005470020,15,WASHINGTON PLACE,"7 1,270",86,A
993,1005480028,50,EAST 8 STREET,"1 00,591",20,D
994,1005480040,11,WAVERLY PLACE,"7 8,810",54,D
995,1005480045,15,WAVERLY PLACE,"1 02,024",42,D
996,1005480070,300,MERCER STREET,"4 89,709",27,D
997,1005487501,60,EAST 8 STREET,"5 12,503",40,D
998,1005500022,1,5 AVENUE,"2 38,923",73,B
999,1005510001,2,5 AVENUE,"4 69,263",76,B
1000,1005510016,27,WASHINGTON SQUARE NORTH,"3 2,409",97,A
1001,1005520010,82,WEST WASHINGTON PLACE,"2 7,108",98,A
1002,1005520060,29,WASHINGTON SQUARE WEST,"1 28,601",87,A
1003,1005520062,32,WASHINGTON SQUARE WEST,"6 0,583",47,D
1004,1005527501,360,6 AVENUE,"6 7,409",3,D
1005,1005527504,88,WEST WASHINGTON PLACE,"4 8,914",96,A
1006,1005530041,123,WAVERLY PLACE,"3 7,939",78,B
1007,1005537501,103,WAVERLY PLACE,"5 5,113",7,D
1008,1005540001,770,BROADWAY,"9 40,000",62,C
1009,1005540035,51,ASTOR PLACE,"3 85,831",77,B
1010,1005550001,772,BROADWAY,"7 18,220",96,A
1011,1005550014,65,4 AVENUE,"2 6,455",1,D
1012,1005550028,30,3 AVENUE,"2 61,940",37,D
1013,1005560001,85,4 AVENUE,"1 63,665",72,B
1014,1005560015,85,EAST 10 STREET,"6 1,612",1,D
1015,1005560044,111,4 AVENUE,"1 56,650",26,D
1016,1005560048,120,EAST 12 STREET,"1 81,380",80,B
1017,1005567502,84,3 AVENUE,"1 11,588",20,D
1018,1005560016,112,EAST 11 STREET,"1 03,917",12,D
1019,1005570017,60,EAST 12 STREET,"1 24,630",100,A
1020,1005570022,70,EAST 12 STREET,"4 2,000",57,C
1021,1005577501,806,BROADWAY,"1 06,789",78,B
1022,1005580010,127,4 AVENUE,"3 7,299",1,D
1023,1005580013,110,EAST 13 STREET,"2 5,850",36,D
1024,1005580037,135,EAST 12 STREET,"5 8,578",50,D
1025,1005580044,115,EAST 12 STREET,"4 1,750",76,B
1027,1005587501,114,EAST 13 STREET,"5 8,779",23,D
1028,1005587502,115,4 AVENUE,"1 02,882",6,D
1029,1005587503,125,EAST 12 STREET,"6 9,472",14,D
1030,1005590009,137,4 AVENUE,"1 84,646",7,D
1031,1005590012,106,EAST 14 STREET,"2 16,267",68,C
1032,1005590022,126,EAST 14 STREET,"4 46,076",56,C
1033,1005590055,113,EAST 13 STREET,"1 08,817",48,D
